Category,Rating,SkillName,Description,SkillAuthor,Reviews,Quote2,Quote1,CategoryURL,SkillURL
Calendars & Reminders,5.0 out of 5 stars,"
		Snowcone
	","Need a reminder to tune in to the weekly Alexa Developer Office Hours? Well, now we can help you with that.","
            by 3PO Labs
        ",2,"
                                            ""enable notifications for office hours""","
                                            ""Alexa, launch snow cone""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/3PO-Labs-Snowcone/dp/B072TZ34WJ
Calendars & Reminders,2.9 out of 5 stars,"
		Location Reminder
	","This skill is designed to help you remember where you put your stuff. You can tell it where your stuff is and after you inevitably forget it, you can just ask Alexa. Unfortunately this is setup for a pretty strict input structure. For making an entry say something like ""My/The/... stuff is/are in/at/under/... location"", and for getting reminded the command structure is ""where is/are my/the/... stuff"". You can also delete entries. I hope this skill helps somebody.","
            by Leon Schmidl
        ",10,"
                                            ""Alexa, tell Location Reminder my keys are in the drawer""","
                                            ""Alexa, Open Location Reminder""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Leon-Schmidl-Location-Reminder/dp/B06XY9DVZG
Calendars & Reminders,3.5 out of 5 stars,"
		jewish-holiday-today
	","Answers whether or not today is a Jewish holiday, speaking the name of the holiday if it is.","
            by Kurt Carpenter
        ",2,"
                                            ""Alexa, use Hebrew Calendar to tell me if it is a holiday""","
                                            ""Alexa, ask Hebrew Calendar if today is a holiday""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Kurt-Carpenter-jewish-holiday-today/dp/B01MSBZNHO
Calendars & Reminders,5.0 out of 5 stars,"
		Park Creek Activities
	","Stay connected and in touch with local community events at Park Creek! With just a simple ask of Alexa, she will be able to tell you all of our daily activities and much more! Need to hear it more than once? It's okay, just ask Alexa again, she doesn't mind!","
            by CT Home
        ",1,"
                                            ""Alexa, start park creek activities""","
                                            ""Alexa, open park creek activities""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/CT-Home-Park-Creek-Activities/dp/B07CZNSQQF
Calendars & Reminders,,"
		Alternate Side Parking Flash Briefing
	",Get New York City's Alternate Side Parking status as part of your flash briefing.,"
            by Kevin Merritt
        ",,"
                                            ""Alexa, what's in the news?""","
                                            ""Alexa, what's my Flash Briefing?""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Alternate-Side-Parking-Flash-Briefing/dp/B07C1SPYYN
Calendars & Reminders,,"
		Day Genie
	","Quickly find when is the first monday, weekend or some other day for the next month. You can also ask it to tell you what day of the week is the first of next month","
            by Amandeep Waraich
        ",,"
                                            ""Alexa, ask Day Genie when is the first Saturday of next month""","
                                            ""Alexa, ask Day Genie what is the first day of next month""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Amandeep-Waraich-Day-Genie/dp/B07B91WYLM
Calendars & Reminders,,"
		Labor Day Countdown
	","Tells the number of days until Labor Day. Just ask, ""Alexa, open Labor Day Countdown.""","
            by Tapgods
        ",,,"
                                            ""Alexa, open Labor Day Countdown""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Tapgods-Labor-Day-Countdown/dp/B072QKT87R
Calendars & Reminders,,"
		NYC Public Schools
	",Tells you if public schools are in session today in New York City.,"
            by Art Kay
        ",,"
                                            ""Alexa, open public schools""","
                                            ""Alexa, ask public schools what is the status""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Art-Kay-NYC-Public-Schools/dp/B072N4PJMN
Calendars & Reminders,,"
		Spacecoast Freewheelers Ride Calendar
	","This skill lets you ask for the rides and events from the Spacecoast Freewheelers Cycling Club based in Brevard county, Florida. You no longer have to open the browser and go to the SCFW website to get the latest rides and events. Ask Alexa and get ready to ride!","
            by Carlos Felix
        ",,"
                                            ""Alexa, ask Spacecoast Freewheelers what rides are on next week""","
                                            ""Alexa, ask Spacecoast Freewheelers what rides are on Sunday""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Carlos-Felix-Spacecoast-Freewheelers-Calendar/dp/B072LB9YSC
Calendars & Reminders,2.2 out of 5 stars,"
		Christmas Countdown
	","Tells the number of days until Christmas. Just ask, ""Alexa, open Christmas Countdown.""","
            by Tapgods
        ",4,,"
                                            ""Alexa, open Christmas Countdown""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Tapgods-Christmas-Countdown/dp/B071CTSN6J
Calendars & Reminders,,"
		Thanksgiving Countdown
	","Tells the number of days until Thanksgiving. Just ask, ""Alexa, open Thanksgiving Countdown.""","
            by Tapgods
        ",,,"
                                            ""Alexa, open Thanksgiving Countdown""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Tapgods-Thanksgiving-Countdown/dp/B06XJX5TWX
Calendars & Reminders,,"
		IOU
	","IOU allows users to organize and track the amount of money they are owed to others. IOU can keep track of the roommates in a household, along with the debts they owe each other. Creditors and borrowers can ask questions about their IOUs including owe much they owe each other, what they owe each other for, and can tell the skill to pay off their debts.","
            by Chris Helms
        ",,"
                                            ""Alexa, launch i. o. u.""","
                                            ""Alexa, tell i. o. u. to add Chris""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Chris-Helms-IOU/dp/B07CR7C6LR
Calendars & Reminders,5.0 out of 5 stars,"
		Japanese Lucky Day Calendar
	","This calendar is based on the Japanese rokuy, which predicts good or bad fortune on any particular day. Ask Alexa a date and she will respond with how lucky (or unlucky) that day is and will give suggestions on what activities to engage or avoid.","
            by In The Digital Sandbox
        ",1,"
                                            ""Is today a lucky day""","
                                            ""Alexa open lucky day calendar""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/In-The-Digital-Sandbox-Japanese/dp/B073YZW3TN
Calendars & Reminders,,"
		What Is the Year Progress?
	","Fight procrastination with ""What Is the Year Progress?. This skill is here to remind you every day how much is left in % till the end of the year.","
            by Jan Antonin Kolar
        ",,"
                                            ""Alexa, what's in the news?""","
                                            ""Alexa, what's my Flash Briefing?""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/What-Is-the-Year-Progress/dp/B07H2ZKZYT
Calendars & Reminders,,"
		SchoolDays
	",A simple skill which determines how many school days are left in the New York City public school system school year.,"
            by Jeff Tapper
        ",,"
                                            ""Alexa, ask n. y. c. schools, When is the last day of school?""","
                                            ""Alexa, ask n. y. c. schools, How many school days left?""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Jeff-Tapper-SchoolDays/dp/B06XSP2Z5L
Calendars & Reminders,3.9 out of 5 stars,"
		NYC Garbage Collection
	",Tells you if garbage collection is in effect today in New York City.,"
            by Art Kay
        ",2,"
                                            ""Alexa, open Garbage Collection""","
                                            ""Alexa, ask Garbage Collection if it is in effect today""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Art-Kay-NYC-Garbage-Collection/dp/B06XKZC6R3
Calendars & Reminders,,"
		Indian Cricket Calendar
	","Don't miss a match the Indian team is scheduled to play. Courtesy Cricinfo.com and its up-to-date information, this skill lists every match-a-day India is scheduled to play with other cricketing countries in the world.","
            by ChrisKing
        ",,"
                                            ""Alexa, ask Indian Cricket Calendar whats happening December 15th""","
                                            ""Alexa, ask Indian Cricket Calendar get me matches for September 28th""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/ChrisKing-Indian-Cricket-Calendar/dp/B0747ZRZB1
Calendars & Reminders,,"
		HoneyCo Office
	","A HoneyCo Home can record the duration of home visits, and associate those visits with a person using his/her 10 digit HoneyCo identification number. This skill requires an active HoneyCo account.","
            by HoneyCo
        ",,"
                                            ""Alexa, tell HoneyCo Office to complete my visit""","
                                            ""Alexa, tell HoneyCo Office to start a visit""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/HoneyCo-Office/dp/B077Y7DVPB
Calendars & Reminders,2.3 out of 5 stars,"
		note me (beta)
	","The skill is in beta mode and may have some bugs, you can report bugs and give recommendations for improving the skill. ","
            by Savvy Tech Creations
        ",2,"
                                            ""save I am going to the store tomorrow""","
                                            ""Alexa launch Note me""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Savvy-Tech-Creations-note-beta/dp/B06X19C7X6
Calendars & Reminders,,"
		Tamil Panchangam
	","According to Hindu Tamil Calendar called Panchangam, it is best to avoid certain times within a day so you can save yourselves from troubles. for ex, starting a travel during a 'Raghu' kalam is said to bring difficulties reaching the destination and the purpose of travel.","
            by Penny
        ",,"
                                            ""next one""","
                                            ""Alexa ask Tamil Panchangam to start""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Penny-Tamil-Panchangam/dp/B074376BGS
Calendars & Reminders,1.0 out of 5 stars,"
		Bin Collection
	",I never know which bin is going to be collected this week. Living in Central Bedfordshire with a bi-weekly collection for regular trash or recycling can be tough.,"
            by Placona.co.uk
        ",1,,"
                                            ""Alexa, open bin collection""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Placona-co-uk-Bin-Collection/dp/B074G1Q3BN
Calendars & Reminders,,"
		IEEE Conference Suggester
	","The following skill is a demonstration of an IEEE conference suggestion engine, for IEEE members wondering about conferences they may attend during the coming months. The engine uses a list of conferences along with their topics and dates in the United States. A user can either search by a specific date, a specific month, a conference topic, or a state that a conference may be in. A user can also combine parameters, just as long as they are not a specific date and a month in one request.","
            by IEEE
        ",,"
                                            ""Alexa, ask i. triple e. conference suggester to show me conferences about p...
    ""","
                                            ""Alexa, ask i. triple e. conference suggester to show me conferences about m...
    """,https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/IEEE-Conference-Suggester/dp/B0751HDVTT
Calendars & Reminders,,"
		Mathematics Conference Calendar
	","Interested in Mathematics? Wanna know what is happening in Math world. Ask Math conference calendar and attend events to get better understanding! Math is a subject that makes kids either jump for joy or rip their hair out. But, Math is needed for almost every single profession in the world. So, encourage others to participate in conferences.","
            by Foodie
        ",,"
                                            ""Ask math conference calendar to get me events for today""","
                                            ""Alexa, open math conference calendar""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Foodie-Mathematics-Conference-Calendar/dp/B074D1512L
Calendars & Reminders,,"
		Smithsonian's National Zoo Calendar
	","National Zoo calendar gives you the complete information about the events happening on ""The National Zoological Park"", commonly known as the National Zoo, one of the oldest zoos located at Rock Creek Park in Northwest Washington, D.C., the United States.","
            by Nagen
        ",,"
                                            ""Ask national zoo calendar to get me events for today""","
                                            ""Alexa, open national zoo calendar""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Nagen-Smithsonians-National-Zoo-Calendar/dp/B0749GX6J6
Calendars & Reminders,5.0 out of 5 stars,"
		Bah' Calendar
	",A simple skill to query the Bah' calendar.,"
            by oliver.oxenham
        ",4,"
                                            ""Alexa, ask bahai calendar what day it is today""","
                                            ""Alexa, ask bahai calendar for the next feast date""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/oliver-oxenham-Bah%C3%A1%C3%AD-Calendar/dp/B01MT33HJY
Calendars & Reminders,2.6 out of 5 stars,"
		How Many Days
	",Ever wondered how many days between two dates? Get Alexa to calculate this for you!,"
            by 3LayerBelly
        ",11,"
                                            ""Alexa, ask How Many Days between Feb 22nd 2002 and June 4th 2017""","
                                            ""Alexa, ask How Many Days until Christmas?""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/3LayerBelly-How-Many-Days/dp/B01MTFOLE4
Calendars & Reminders,1.0 out of 5 stars,"
		space calendar
	",This calendar is based off of the launch schedule that can be found on the NASA website. It contains all the things listed for the next year.,"
            by Sang
        ",1,"
                                            ""what is happening on July 29th""","
                                            ""Alexa, open space calendar""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Sang-space-calendar/dp/B0746349HV
